location,region,location_uk,location_ru,eng_oblast,eng_region,location_en,location_en_ru,russian_new
Ничипорівка,Київська область,Ничипорівка,Ничипорівка,Kyiv Oblast,Kyiv Region,Nychyporivka,Nichiporіvka,Ничипоровка
Озерне,Київська область,Озерне,Озерное,Kyiv Oblast,Kyiv Region,Ozerne,Ozernoe,Озерное
Панфили,Київська область,Панфили,Панфили,Kyiv Oblast,Kyiv Region,Panfyly,Panfili,Панфили
Плужники,Київська область,Плужники,Плужники,Kyiv Oblast,Kyiv Region,Pluzhnyky,Pluzhniki,Плужники
Райківщина,Київська область,Райківщина,Райковщина,Kyiv Oblast,Kyiv Region,Raikivshchyna,Raykovshchina,Райковщина
Розумівка,Київська область,Розумівка,Разумовка,Kyiv Oblast,Kyiv Region,Rozumivka,Razumovka,Разумовка
Соколівщина,Київська область,Соколівщина,Соколовщина,Kyiv Oblast,Kyiv Region,Sokolivshchyna,Sokolovshchina,Соколовщина
Сотниківка,Київська область,Сотниківка,Сотниківка,Kyiv Oblast,Kyiv Region,Sotnykivka,Sotnikіvka,Сотниковка
Супоївка,Київська область,Супоївка,Супоевка,Kyiv Oblast,Kyiv Region,Supoivka,Supoevka,Супоевка
Трубівщина,Київська область,Трубівщина,Трубовщина,Kyiv Oblast,Kyiv Region,Trubivshchyna,Trubovshchina,Трубовщина
Тужилів,Київська область,Тужилів,Тужилів,Kyiv Oblast,Kyiv Region,Tuzhyliv,Tuzhilіv,Тужилов
Воронівщина,Київська область,Воронівщина,Вороновщина,Kyiv Oblast,Kyiv Region,Voronivshchyna,Voronovshchina,Вороновщина
Яготин,Київська область,Яготин,Яготин,Kyiv Oblast,Kyiv Region,Yahotyn,Yagotin,Яготин
Засупоївка,Київська область,Засупоївка,Засупоевка,Kyiv Oblast,Kyiv Region,Zasupoivka,Zasupoevka,Засупоевка
Жоравка,Київська область,Жоравка,Жоравка,Kyiv Oblast,Kyiv Region,Zhoravka,Zhoravka,Жоравка
Аркадіївка,Київська область,Аркадіївка,Аркадіївка,Kyiv Oblast,Kyiv Region,Arkadiivka,Arkadіїvka,Аркадиевка
Черевки,Київська область,Черевки,Черевки,Kyiv Oblast,Kyiv Region,Cherevky,Cherevki,Черевки
Горбачівка,Київська область,Горбачівка,Горбачевка,Kyiv Oblast,Kyiv Region,Horbachivka,Gorbachevka,Горбачевка
Гречана Гребля,Київська область,Гречана Гребля,Гречаная Гребля,Kyiv Oblast,Kyiv Region,Hrechana Hreblia,Grechanaya Greblya,Гречаная Гребля
Іллінське,Київська область,Іллінське,Ильинское,Kyiv Oblast,Kyiv Region,Illinske,Ilinskoe,Ильинское
Левченкове,Київська область,Левченкове,Левченкове,Kyiv Oblast,Kyiv Region,Levchenkove,Levchenkove,Левченково
Лизогубова Слобода,Київська область,Лизогубова Слобода,Лизогубова Слобода,Kyiv Oblast,Kyiv Region,Lyzohubova Sloboda,Lizogubova Sloboda,Лизогубова Слобода
Майське,Київська область,Майське,Майское,Kyiv Oblast,Kyiv Region,Maiske,Mayskoe,Майское
Мала Березанка,Київська область,Мала Березанка,Мала Березанка,Kyiv Oblast,Kyiv Region,Mala Berezanka,Mala Berezanka,Мала Березанка
Мала Супоївка,Київська область,Мала Супоївка,Малая Супоевка,Kyiv Oblast,Kyiv Region,Mala Supoivka,Malaya Supoevka,Малая Супоевка
Малий Крупіль,Київська область,Малий Крупіль,Малый Крупиль,Kyiv Oblast,Kyiv Region,Malyi Krupil,Malyy Krupil,Малый Крупиль
Нова Оржиця,Київська область,Нова Оржиця,Новая Оржица,Kyiv Oblast,Kyiv Region,Nova Orzhytsia,Novaya Orzhitsa,Новая Оржица
Олександринівка,Київська область,Олександринівка,Александриновка,Kyiv Oblast,Kyiv Region,Oleksandrynivka,Aleksandrinovka,Александриновка
Пайки,Київська область,Пайка,Паек,Kyiv Oblast,Kyiv Region,Paiky,Paek,Пайка
Пасківщина,Київська область,Пасківщина,Пасковщина,Kyiv Oblast,Kyiv Region,Paskivshchyna,Paskovshchina,Пасковщина
Право Жовтня,Київська область,Право Жовтня,Право Октября,Kyiv Oblast,Kyiv Region,Pravo Zhovtnia,Pravo Oktyabrya,Право Октября
Середівка,Київська область,Середівка,Середовка,Kyiv Oblast,Kyiv Region,Seredivka,Seredovka,Середовка
Стара Оржиця,Київська область,Стара Оржиця,Старая Оржица,Kyiv Oblast,Kyiv Region,Stara Orzhytsia,Staraya Orzhitsa,Старая Оржица
Свобода,Київська область,Свобода,Свобода,Kyiv Oblast,Kyiv Region,Svoboda,Svoboda,Свобода
Терлещина,Київська область,Терлещина,Терлещина,Kyiv Oblast,Kyiv Region,Terleshchyna,Terleshchina,Терлещина
Турівка,Київська область,Турівка,Туровка,Kyiv Oblast,Kyiv Region,Turivka,Turovka,Туровка
Усівка,Київська область,Усівка,Усовка,Kyiv Oblast,Kyiv Region,Usivka,Usovka,Усовка
Великий Крупіль,Київська область,Великий Крупіль,Большой Крупиль,Kyiv Oblast,Kyiv Region,Velykyi Krupil,Bolshoy Krupil,Большой Крупиль
Володимирське,Київська область,Володимирське,Владимирское,Kyiv Oblast,Kyiv Region,Volodymyrske,Vladimirskoe,Владимирское
Зелене,Київська область,Зелене,Зеленое,Kyiv Oblast,Kyiv Region,Zelene,Zelenoe,Зеленое
Згурівка,Київська область,Згурівка,Згуровка,Kyiv Oblast,Kyiv Region,Zghurivka,Zghurovka,Згуровка
Жуківка,Київська область,Жуківка,Жуковка,Kyiv Oblast,Kyiv Region,Zhukivka,Zhukovka,Жуковка
Баштевич,Луганська область,Баштевич,Баштевич,Luhansk Oblast,Luhansk Region,Bashtevych,Bashtevich,Баштевич
Бобрикове,Луганська область,Бобрикове,Бобриково,Luhansk Oblast,Luhansk Region,Bobrykove,Bobrikovo,Бобриково
Червона Поляна,Луганська область,Червона Поляна,Красная Поляна,Luhansk Oblast,Luhansk Region,Chervona Poliana,Krasnaya Polyana,Красная Поляна
Червоний Жовтень,Луганська область,Червоний Жовтень,Красный Октябрь,Luhansk Oblast,Luhansk Region,Chervonyi Zhovten,Krasnyy Oktyabr,Красный Октябрь
Дякове,Луганська область,Дякове,Дякове,Luhansk Oblast,Luhansk Region,Diakove,Dyakove,Дьяково
Єгорівка,Луганська область,Єгорівка,Егоровка,Luhansk Oblast,Luhansk Region,Yehorivka,Yegorovka,Егоровка
Єлизаветівка,Луганська область,Єлизаветівка,Елизаветовка,Luhansk Oblast,Luhansk Region,Yelyzavetivka,Yelizavetovka,Елизаветовка
Єсаулівка,Луганська область,Єсаулівка,Єсаулівка,Luhansk Oblast,Luhansk Region,Yesaulivka,Єsaulіvka,Есауловка
Фащівка,Луганська область,Фащівка,Фащевка,Luhansk Oblast,Luhansk Region,Fashchivka,Fashchevka,Фащевка
Ганнівка,Луганська область,Ганнівка,Анновка,Luhansk Oblast,Luhansk Region,Hannivka,Annovka,Ганновка
Іллінка,Луганська область,Іллінка,Ильинка,Luhansk Oblast,Luhansk Region,Illinka,Ilinka,Ильинка
Индустрия,Луганська область,Індустрія,Индустрия,Luhansk Oblast,Luhansk Region,Yndustryia,Industriya,Индустрия
Іванівка,Луганська область,Іванівка,Ивановка,Luhansk Oblast,Luhansk Region,Ivanivka,Ivanovka,Ивановка
Картушине,Луганська область,Картушине,Картушине,Luhansk Oblast,Luhansk Region,Kartushyne,Kartushine,Картушине
Клуникове,Луганська область,Клуникове,Клуникове,Luhansk Oblast,Luhansk Region,Klunykove,Klunikove,Клуникове
Кошари,Луганська область,Кошари,Кошары,Luhansk Oblast,Luhansk Region,Koshary,Koshary,Кошары
Ковпакове,Луганська область,Ковпакове,Ковпакове,Luhansk Oblast,Luhansk Region,Kovpakove,Kovpakove,Ковпакове
Ковильне,Луганська область,Ковильне,Ковильне,Luhansk Oblast,Luhansk Region,Kovylne,Kovilne,Ковильне
Козаківка,Луганська область,Козаківка,Козаківка,Luhansk Oblast,Luhansk Region,Kozakivka,Kozakіvka,Казаковка
Краснолуцький,Луганська область,Краснолуцький,Краснолуцкий,Luhansk Oblast,Luhansk Region,Krasnolutskyi,Krasnolutskiy,Краснолуцкий
Красный Кут,Луганська область,Червоний Кут,Красный Кут,Luhansk Oblast,Luhansk Region,Krasnyi Kut,Krasnyy Kut,Красный Кут
Курган,Луганська область,Курган,Курган,Luhansk Oblast,Luhansk Region,Kurhan,Kurgan,Курган
Леськине,Луганська область,Леськине,Леськино,Luhansk Oblast,Luhansk Region,Leskyne,Leskino,Леськино
Маломиколаївка,Луганська область,Маломиколаївка,Малониколаевка,Luhansk Oblast,Luhansk Region,Malomykolaivka,Malonikolaevka,Малониколаевка
Мечетка,Луганська область,Мечетка,Мечетка,Luhansk Oblast,Luhansk Region,Mechetka,Mechetka,Мечетка
Микитівка,Луганська область,Микитівка,Никитовка,Luhansk Oblast,Luhansk Region,Mykytivka,Nikitovka,Никитовка
Новокраснівка,Луганська область,Новокраснівка,Новокраснівка,Luhansk Oblast,Luhansk Region,Novokrasnivka,Novokrasnіvka,Новокрасновка
Нижній Нагольчик,Луганська область,Нижній Нагольчик,Нижний Нагольчик,Luhansk Oblast,Luhansk Region,Nyzhnii Naholchyk,Nizhniy Nagolchik,Нижний Нагольчик
Орлівське,Луганська область,Орлівське,Орлівське,Luhansk Oblast,Luhansk Region,Orlivske,Orlіvske,Орловское
Рафайлівка,Луганська область,Рафайлівка,Рафайлівка,Luhansk Oblast,Luhansk Region,Rafailivka,Rafaylіvka,Рафайловка
Ребрикове,Луганська область,Ребрикове,Ребрикове,Luhansk Oblast,Luhansk Region,Rebrykove,Rebrikove,Ребрикове
Широкий,Луганська область,Широкий,Широкий,Luhansk Oblast,Luhansk Region,Shyrokyi,Shirokiy,Широкий
Сонячне,Луганська область,Сонячне,Солнечное,Luhansk Oblast,Luhansk Region,Soniachne,Solnechnoe,Солнечное
Степове,Луганська область,Степове,Степное,Luhansk Oblast,Luhansk Region,Stepove,Stepnoe,Степное
